region;code_de_la_region;nom_du_departement;code_du_departement;geo_point_2d;geo_shape
Occitanie;76;Gers;32;43.63097728618994, 0.5296780789984221;"{""coordinates"": [[0.471424118278052, 43.65176593261687, 160.59195014089346], [0.498134848971753, 43.63374034329817, 233.049950174056], [0.591797358231125, 43.62019484629051, 145.4209502004087]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.26566417749381, -0.23359897441792565;"{""coordinates"": [[-0.233950676359026, 44.26593568129144, -5.0980597734e-05], [-0.233247272476826, 44.265392673696184, -5.0979666412e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.40058624534313, -1.4514005327612949;"{""coordinates"": [[-1.478759325051005, 43.439542772921754, 4.353950529359281], [-1.459058288673201, 43.42170236990342, 2.474950562231243], [-1.466556255493807, 43.40226474932868, 49.26295059733093], [-1.414127092495921, 43.366319946690886, 48.32395066227764]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.62348793171249, -1.05094394985232;"{""coordinates"": [[-1.050725937375924, 43.623247533857004, 34.79625019337982], [-1.051161962328717, 43.62372832956798, 36.04395019263029]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.59361906033146, -0.3786166047918992;"{""coordinates"": [[-0.378700944662314, 44.593685885518994, 35.356948419474065], [-0.378532264921484, 44.593552235143925, 35.32094842009246]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.26532044149905, -0.2330499031432894;"{""coordinates"": [[-0.233031684114133, 44.2657182864143, -5.098246038e-05], [-0.233068122172445, 44.2649225965838, -5.0979666412e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.480785298984785, -1.290273825797342;"{""coordinates"": [[-1.289613782056796, 43.480962643137886, -4.954636097e-05], [-1.290933869537888, 43.48060795483168, -4.9547292292e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.087628965403596, 0.5457834642155945;"{""coordinates"": [[0.545661975792339, 43.087651428238246, -4.8828311265e-05], [0.54590495263885, 43.08760650256894, -4.8827379942e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;45.07022435617987, -0.5965349269551277;"{""coordinates"": [[-0.545667036196309, 45.05571610562492, 11.836947574280202], [-0.633156119899537, 45.07893444916143, 2.69794753100723], [-0.639442912265435, 45.09388125190056, 4.727947504259646]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.321051665804994, 0.7374860196108924;"{""coordinates"": [[0.719055803640853, 44.31354164339634, 203.06994893215597], [0.755916235580932, 44.32856168821365, 101.30194890499115]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.224890356675886, 0.6768743363389529;"{""coordinates"": [[0.70033941902397, 44.25750339447176, 88.50994903501123], [0.653409253653936, 44.19227731888, 56.2999491551891]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.43114116818446, -0.19710448058246816;"{""coordinates"": [[-0.19719339920699, 44.43122871984226, 79.70554871670902], [-0.197015561957947, 44.43105361652666, 83.26094871666282]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.62838255245174, -0.9680906284749138;"{""coordinates"": [[-0.965294324743985, 44.62548333513279, 10.138948362320662], [-0.970886932205842, 44.63128176977069, 9.894948350265622]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.94575323249161, -0.26371572084042283;"{""coordinates"": [[-0.252812187663273, 43.897118362693874, 81.239949692972], [-0.274619254017573, 43.99438810228934, 107.3449495146051]], ""type"": ""LineString""}"
Occitanie;76;Lot;46;44.41468882147178, 1.4552606339259004;"{""coordinates"": [[1.455204607959012, 44.41456790422091, -5.1253475249e-05], [1.455316659892789, 44.414809738722646, -5.1253475249e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.59903894778708, -0.892528836357766;"{""coordinates"": [[-0.892745052260458, 43.59871964017879, -4.9762427807e-05], [-0.892312620455074, 43.59935825539537, -4.9764290452e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.9202369223093, -0.5290687301461942;"{""coordinates"": [[-0.529079337816774, 44.92033855534461, -5.2179209888e-05], [-0.529058122475614, 44.920135289274, -5.217641592e-05]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.86347706802351, 0.6462648360000407;"{""coordinates"": [[0.641957234100491, 43.864762685300846, 109.72464975249022], [0.65057243789959, 43.86219145074618, 95.21094975806773]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.773442775954564, -0.4891064086933909;"{""coordinates"": [[-0.488989045769889, 43.773367059278506, -5.0080008805e-05], [-0.489223771616893, 43.77351849263062, -5.0080008805e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.79205854622576, 1.2894445117354287;"{""coordinates"": [[1.290486751864123, 43.792209592943045, -5.0115399063e-05], [1.288402271606734, 43.79190749950848, -5.0113536417e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.72082021089636, 1.2446278592415;"{""coordinates"": [[1.211023913355111, 43.66480270850156, 188.9969501197338], [1.278231805127889, 43.77683771329116, 106.02094991318882]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.326093181143975, 1.8667761835739871;"{""coordinates"": [[1.866886114003568, 43.32620005809307, -4.9263238907e-05], [1.866666253144407, 43.32598630419487, -4.9263238907e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.561567521027584, -1.071509878702532;"{""coordinates"": [[-1.071571390310154, 43.561912948161776, -4.9695372581e-05], [-1.07144836709491, 43.56122209389339, -4.9694441259e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.75458309498167, -0.2574889339763282;"{""coordinates"": [[-0.290562577378855, 43.72976297936494, 71.01594999991357], [-0.224415290573801, 43.77940321059839, 124.64194991067052]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.27232314052527, -0.5619740494906275;"{""coordinates"": [[-0.562265717903317, 43.27240874489891, -4.9165450037e-05], [-0.561682381077937, 43.272237536151636, -4.9165450037e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.7664728663619, -0.5257332453564636;"{""coordinates"": [[-0.526179959642268, 43.765185675773985, 39.487049935385585], [-0.525286531070659, 43.76776005694982, 41.68994992878288]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.51705680469003, 0.40784425738776303;"{""coordinates"": [[0.407695619282879, 43.51705440469969, 159.38895038701594], [0.407992895492647, 43.51705920468037, 158.74895038921386]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;42.984698981970325, 1.138984513604628;"{""coordinates"": [[1.138898765077523, 42.9848192565687, 392.8199513601139], [1.139070262131733, 42.984578707371945, 393.017951361835]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.22618071799958, 0.006154956523494929;"{""coordinates"": [[0.005868922256108, 43.22641290569376, -4.9081631005e-05], [0.006440990790882, 43.22594853030541, -4.9080699682e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.16433463348491, 0.9614061089624;"{""coordinates"": [[0.96117229372592, 43.164353487176896, -4.8968009651e-05], [0.96163992419888, 43.16431577979292, -4.8968009651e-05]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;43.9023659192761, 1.267570494186859;"{""coordinates"": [[1.267241557077716, 43.902364104281425, -5.0317496061e-05], [1.267899431296002, 43.902367734270776, -5.0316564739e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.38760691405169, 1.4129622367513388;"{""coordinates"": [[1.412831112540993, 43.38752985013318, -4.9374997616e-05], [1.413093360961685, 43.387683977970205, -4.9375928938e-05]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.17616677207641, 2.5259200898646093;"{""coordinates"": [[2.52577673577777, 43.17621546952379, -4.8990361392e-05], [2.526063443951449, 43.176118074629024, -4.8990361392e-05]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.789893038442614, -0.10345136308850594;"{""coordinates"": [[-0.103308348502578, 43.79004131654206, 116.6949498904869], [-0.103594377674434, 43.789744760343176, 124.65494989044964]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.74747655287847, 1.4834428388488354;"{""coordinates"": [[1.483294876445242, 43.74720044953175, -5.0031580031e-05], [1.483590801252429, 43.74775265622519, -5.0032511353e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.690663747456114, 1.356650784293293;"{""coordinates"": [[1.356793920896222, 43.69068151739992, -4.993006587e-05], [1.356507647690364, 43.690645977512304, -4.9930997193e-05]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.00626441964684, 1.6211324764214337;"{""coordinates"": [[1.634708094313349, 43.0406005445525, 347.30495125893503], [1.607556858529518, 42.971928294741176, 384.3649513851851]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;45.01394749395891, -0.5576855761933064;"{""coordinates"": [[-0.557901462019247, 45.01364078343459, -5.2349641919e-05], [-0.557469690367365, 45.01425420448324, -5.2347779274e-05]], ""type"": ""LineString""}"
Occitanie;76;Pyrénées-Orientales;66;42.483452796365704, 2.6804988446698372;"{""coordinates"": [[2.679736290796309, 42.48321556679372, 199.0499522741884], [2.681261398543365, 42.48369002593769, 195.13995227310807]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.39010348405405, -0.33006930676280616;"{""coordinates"": [[-0.329874301847619, 44.38967158056917, -5.120690912e-05], [-0.330264311677993, 44.39053538753894, -5.1209703088e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.1248651769169, 0.5639262157633079;"{""coordinates"": [[0.563896258267899, 43.12473586219542, -4.8896297812e-05], [0.563956173258717, 43.124994491638375, -4.8896297812e-05]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;42.97873641284086, 1.870183448494909;"{""coordinates"": [[1.870196914857309, 42.97869566215338, 433.4639513725415], [1.870169982132509, 42.978777163528335, 433.5679513728246]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.46733031789635, -1.333847662657863;"{""coordinates"": [[-1.33388512200427, 43.46742012409357, 73.58045047800988], [-1.333810203311455, 43.467240511699124, 76.6354504795745]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.54127563079753, -1.1062686755916964;"{""coordinates"": [[-1.106354484056365, 43.541269397423974, 4.432350344955921], [-1.106182867127028, 43.54128186417108, 7.10995034314692]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.32441352114614, 1.963718258991117;"{""coordinates"": [[1.96503957510675, 43.325359566254235, 173.46295073907822], [1.962396942875483, 43.323467476038054, 175.12495074048638]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.21610551084093, 2.1224516106487163;"{""coordinates"": [[2.122438995821832, 43.21597357248733, -4.9063004553e-05], [2.122464225475601, 43.216237449194544, -4.9063004553e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.82848514741905, -0.5381091803092707;"{""coordinates"": [[-0.538097235912512, 44.828479490279236, 3.723947988823056], [-0.538121124706029, 44.82849080455887, 4.494947990402579]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.47929607403039, 2.0098333536589443;"{""coordinates"": [[2.009837914780268, 43.47934727141572, 213.3319504596293], [2.00982879253762, 43.479244876645055, 213.53795045614243]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.935461120924195, 2.140950503482208;"{""coordinates"": [[2.14098942424793, 43.935373940970265, -5.0378032029e-05], [2.140911582716486, 43.935548300878125, -5.0378963351e-05]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.94648518902339, 2.2181034210156225;"{""coordinates"": [[2.218106167892381, 43.9464819511007, 218.509949603118], [2.218100674138864, 43.946488426946075, 220.96994960401207]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;42.986135993229226, -0.07488069117633323;"{""coordinates"": [[-0.08127932178261, 43.00276164224297, 423.1549513284117], [-0.068482060570056, 42.969510344215486, 450.9349513882771]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;45.0557569688291, -0.5457296267766143;"{""coordinates"": [[-0.545664293859885, 45.05572259217075, 11.710947573184967], [-0.545794959693343, 45.05579134548744, 11.75294757541269]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.78243556379005, -0.21627600019982673;"{""coordinates"": [[-0.216517840297718, 43.78231778101547, -5.0097703934e-05], [-0.216034160101935, 43.78255334656463, 129.773949903436]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.78405345441888, -0.22110998557931733;"{""coordinates"": [[-0.220696693871075, 43.78402598969043, 120.41194990091026], [-0.221523277287559, 43.78408091914734, 120.76794990058988]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.29828949693382, 1.9329146097494603;"{""coordinates"": [[1.866809671957377, 43.32604514700748, 187.11195073649287], [1.912859523628927, 43.315191934501556, 168.04095075838268], [1.99436535926463, 43.25993103974235, 165.27495085820556]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.2760109091862, -0.3225390365111075;"{""coordinates"": [[-0.305899172470429, 43.303003775145214, 235.1539507806301], [-0.343717274978907, 43.282703598511205, 187.34195081703365], [-0.298073365801987, 43.244917637166736, 214.18495088629425]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.78314751352611, -0.2184541180309161;"{""coordinates"": [[-0.220373134193163, 43.784015579977215, 120.2819499000907], [-0.216535101868669, 43.782279447075005, 133.71094990428537]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.02379160244862, 1.6168507718171237;"{""coordinates"": [[1.616863315932979, 43.02384595461352, 351.51525129005313], [1.616838227701268, 43.023737250283716, 354.175951289013]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;44.16207517796556, 1.5784541332759556;"{""coordinates"": [[1.523811261589545, 44.14488389833847, 107.09394923970103], [1.633097004962366, 44.179266457592654, 184.5329491775483]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;44.119849007130355, 0.8797084596697043;"{""coordinates"": [[0.879671777586395, 44.11985751724195, 67.94094928726554], [0.879745141753013, 44.119840497018764, 68.60294928681105]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.92402865102415, 2.1027689784972763;"{""coordinates"": [[2.073074781791966, 43.91307831972951, 166.3329496635124], [2.132463175202586, 43.934978982318796, 153.47894962504506]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.38282742991788, 0.06779417936374821;"{""coordinates"": [[0.067725052047083, 43.38280213693907, 219.93695063516498], [0.067863306680414, 43.382852722896686, 219.71295063290745]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.62752040651321, -0.9606514019397957;"{""coordinates"": [[-0.960668861105515, 44.627453014199325, 11.149948357604444], [-0.960633942774076, 44.6275877988271, 11.58494835626334]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.836840878459626, -0.6749590822267018;"{""coordinates"": [[-0.682794125692312, 44.83743202003328, 41.94984797388315], [-0.667124038761091, 44.836249736885975, 41.9479479752481]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.139181914756875, 0.3392738518919181;"{""coordinates"": [[0.339067792554501, 44.139406202581974, 47.41594925150275], [0.339479911229335, 44.13895762693178, 47.51694925222546]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.204803176753856, -0.25142940174343087;"{""coordinates"": [[-0.270136077842162, 44.14362776470586, 115.19994924403727], [-0.2327227256447, 44.26597858880184, 108.38994901906699]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;45.00236397756747, -0.5454090333815202;"{""coordinates"": [[-0.545148925866473, 45.00264816519719, 0.312947671860456], [-0.545669140896567, 45.00207978993774, 3.843947671353817]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;42.931804278916445, 2.9515748362771754;"{""coordinates"": [[2.946365486059905, 43.01508167945093, 63.16295130364597], [2.966248482707767, 42.92135498581007, 76.94995147548616], [2.925410202948333, 42.85383000523897, 34.55595159623772]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.36787972264963, 1.6528378939233366;"{""coordinates"": [[1.657034914513168, 43.371263870078366, 240.273950654082], [1.648640873333506, 43.3644955752209, 198.5579506661743]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.24566172513681, 1.56038653754183;"{""coordinates"": [[1.560458234060528, 43.24562589883649, 232.5999508826062], [1.560314841023132, 43.24569755143714, 232.59995088353753]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.67327377620255, -0.7304539071388638;"{""coordinates"": [[-0.73001156972565, 44.67326175036395, 67.28994827345014], [-0.730896244552078, 44.67328580204115, 67.40394827444106]], ""type"": ""LineString""}"
