region;code_de_la_region;nom_du_departement;code_du_departement;geo_point_2d;geo_shape
Occitanie;76;Hautes-Pyrénées;65;43.197449798777356, 0.17401993796240126;"{""coordinates"": [[0.101919316455168, 43.19798786931515, 351.87695097271353], [0.208979298845586, 43.20144042093017, 353.04695096518844], [0.241817029835668, 43.1809299197094, 260.10395100247115]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.34562053484822, -0.4303985094515558;"{""coordinates"": [[-0.430408692793371, 43.34564878161858, 189.29795070178807], [-0.430388326109741, 43.34559228807787, 188.98115070164204]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.48685623785232, 1.3871730090801473;"{""coordinates"": [[1.350428964365602, 43.49861343757241, 160.4559504231438], [1.423917053794693, 43.475099038132235, -4.9535185099e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.45491562549685, 1.4874465133309864;"{""coordinates"": [[1.423679972738282, 43.475186514388675, -4.9537047744e-05], [1.55121305392369, 43.43464473660503, 263.71595054026693]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.17472792618291, -0.13053841927700188;"{""coordinates"": [[-0.130264256978998, 43.175619119241496, 377.34895101189613], [-0.130812581575005, 43.17383673312433, 380.5529510146007]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.91249973053878, -1.2294987869207676;"{""coordinates"": [[-1.22464561916101, 43.91133406393407, 39.38194966875017], [-1.234351954680525, 43.91366539714348, 36.57794966362417]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.5899564813747, 1.2065690276837382;"{""coordinates"": [[1.132866820639211, 43.58014259247878, 304.0899502718821], [1.280271234728266, 43.59977037027062, 162.05195023678243]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.84851744171272, -1.076463439633011;"{""coordinates"": [[-1.16744346950168, 43.8479454365837, 69.30594978388399], [-0.985483409764342, 43.849089446841745, 62.75994978193194]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;42.973133645425435, 1.1514807121906865;"{""coordinates"": [[1.133793280117073, 42.9802334799972, 413.1919513680041], [1.1691681442643, 42.96603381085367, 407.0079513946548]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.70322200815937, -1.050578654616124;"{""coordinates"": [[-1.050987575992842, 43.70311810821558, 16.640950047411025], [-1.050169733239406, 43.703325908103174, 16.87095004785806]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;42.964556505098436, 1.1705817433162482;"{""coordinates"": [[1.1691585368309, 42.96602533438959, 406.9799513956532], [1.172004949801596, 42.96308767580728, 408.6999514019117]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.49943469936318, -0.8689328435958554;"{""coordinates"": [[-0.958204652940573, 43.52679894038309, 33.22395036928356], [-0.888893839087772, 43.51199368943304, 28.804950394667685], [-0.810898758772642, 43.470875107027624, 87.65195047296584], [-0.782387050729174, 43.48121463018679, 99.22895045205951]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;44.005833212822346, 2.129281787408611;"{""coordinates"": [[2.129345251227302, 43.94958762190833, 146.81094959843904], [2.12921832358992, 44.06207880373636, 223.86694939248264]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.61367438149395, 1.3050096858959184;"{""coordinates"": [[1.296204054040894, 43.615277549879416, 157.26495020836592], [1.313815317750943, 43.61207121310848, 182.03095021564513]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.659528620127205, -0.5809921470964446;"{""coordinates"": [[-0.580922589913362, 43.65948575394126, 127.62795012723655], [-0.581061704279527, 43.65957148631315, 127.89795012772083]], ""type"": ""LineString""}"
Occitanie;76;Pyrénées-Orientales;66;42.734735108187856, 2.9502314755956913;"{""coordinates"": [[2.952969161144542, 42.75314956169849, 13.19195178244263], [2.947493790046841, 42.71632065467722, 17.23595185019076]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.711523396305424, 0.6362365080001682;"{""coordinates"": [[0.636116402731305, 43.7115805496059, 176.17995003052056], [0.636356613269032, 43.71146624300495, 179.4629500322044]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.784574599709124, 1.2842833388521397;"{""coordinates"": [[1.278219307607956, 43.7768571376228, 106.78794991225004], [1.290347370096323, 43.79229206179545, 103.8799498854205]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.34358075723078, -0.4352338454893775;"{""coordinates"": [[-0.436228864878416, 43.34708052680308, 185.34095069859177], [-0.434238826100339, 43.340080987658474, 167.35695070959628]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.41812229354109, -0.6342082668744109;"{""coordinates"": [[-0.632406404634197, 43.417766502550926, 95.10395056940615], [-0.636010129114625, 43.41847808453125, 95.15595057047904]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.85100807662205, -0.5054971320103878;"{""coordinates"": [[-0.50507765896205, 44.851468496083214, 59.64694794733077], [-0.505916605058725, 44.85054765716088, 63.982947948388755]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.15903678825682, 0.18282590895003625;"{""coordinates"": [[0.104391229264116, 43.173229656212214, 379.82395101711154], [0.167715278376461, 43.168559209222124, 414.55295102484524], [0.205238935031964, 43.143289979254234, 424.41795106977224], [0.260465481594205, 43.15294729694117, 282.02895105443895]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.67840400800466, 0.3523291899060967;"{""coordinates"": [[0.23295876499085, 43.70567705477321, 151.35195004288107], [0.471699614821343, 43.65113096123611, 162.99795014224946]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.696255438624554, 0.24279686712496912;"{""coordinates"": [[0.15664040515056, 43.71541619497816, 215.2669500252232], [0.235739798148076, 43.69231022586497, 143.46195006836206], [0.330655442089004, 43.68701116243049, 143.61095007695258]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.20711450462056, 1.622162492921198;"{""coordinates"": [[1.627003132066665, 43.203071943758815, 254.84995096176863], [1.617321853775731, 43.211157065482304, 252.47995094768703]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;44.11873537276673, 0.8786734910141796;"{""coordinates"": [[0.877654967699849, 44.11760579130579, 67.47694929037243], [0.87969201432851, 44.11986495422769, 67.94414928555489]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.679999448577014, -1.0523094118061087;"{""coordinates"": [[-1.050978394203989, 43.70311612564074, 16.612950049340725], [-1.053640429408228, 43.656882771513274, 21.682950132526457]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.447603913926706, 1.316723035718014;"{""coordinates"": [[1.311947538379111, 43.438249580171146, 176.19495053309947], [1.321498533056917, 43.456958247682266, 168.4929504962638]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;42.982557238026075, 1.1363444868873003;"{""coordinates"": [[1.133783164734507, 42.98029456142035, 413.21195137128234], [1.138905809040094, 42.984819914631785, 392.8709513610229]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;44.15683601688329, 1.5789027938206674;"{""coordinates"": [[1.52381252247043, 44.14473807966974, 107.37094924040139], [1.543046548563423, 44.14022249363279, 112.82994924951345], [1.633072700030562, 44.17923109144556, 184.52694917749614]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.76525000360601, 1.2988746260718915;"{""coordinates"": [[1.297651441357736, 43.765540935472764, 113.40844993293285], [1.300097810786047, 43.76495907173927, 115.7589499335736]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.36497478833077, -0.6607247439474678;"{""coordinates"": [[-0.645106629758567, 43.40627798264013, -4.9408525229e-05], [-0.639330446982934, 43.38428972856301, -4.9367547035e-05], [-0.692938046194443, 43.32794071288469, 261.36045073438436]], ""type"": ""LineString""}"
Occitanie;76;Lot;46;44.249331957895265, 1.584580017030645;"{""coordinates"": [[1.63309940146197, 44.17920292604949, 184.57394917868078], [1.53606063259932, 44.31946098974103, 226.0499489204958]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.373231370983376, 0.4795992569194209;"{""coordinates"": [[0.479527136046217, 44.373306749612254, 38.645948820747435], [0.479671377792624, 44.3731559923545, 38.831948823295534]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;44.13613106861423, 3.0168807305347687;"{""coordinates"": [[3.01700161423876, 44.13625174155874, -5.0744973123e-05], [3.016759846830777, 44.136010395669736, 632.00094926171]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.197249853046934, 2.6338602155318345;"{""coordinates"": [[2.634191345797072, 43.19668816642278, 56.390950974076986], [2.633529085266597, 43.197811539671086, 59.69595097191632]], ""type"": ""LineString""}"
Occitanie;76;Lot;46;44.34398815371635, 1.537486991790746;"{""coordinates"": [[1.537529567433519, 44.343972094606414, 275.4749488765374], [1.537444416147973, 44.34400421282629, 276.65794887859374]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.48837842711585, 0.9420597238557634;"{""coordinates"": [[0.942193000298906, 44.48835600133292, 78.32294861134142], [0.941926447412621, 44.488400852898785, 79.01094861142337]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.322177196432364, 0.08342887812881744;"{""coordinates"": [[0.083453846374044, 44.32229299813907, 66.53094891738147], [0.083403909883591, 44.32206139472565, 66.33594891615212]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;44.174215542862804, 1.6280509465487538;"{""coordinates"": [[1.628088263693086, 44.174202348826675, 171.98294918611646], [1.628013629404421, 44.17422873689893, 173.65544918738306]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.43081845034923, 0.9004960967872746;"{""coordinates"": [[0.849771485555168, 44.39159320948985, 162.2939487900585], [0.853965380268659, 44.407457761800025, 79.93294875882566], [0.919684023428967, 44.43092139440524, 114.45394871756434], [0.945390769756587, 44.47918008412549, 68.06994862947613]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.23231649474621, 2.080475663355844;"{""coordinates"": [[2.007133904150112, 43.257375266045926, 159.79995086044073], [2.077453101418491, 43.22549056409365, 150.319950921461], [2.157274044878474, 43.22152761861497, 145.54995092656463]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.311545780703355, 0.13011626879445254;"{""coordinates"": [[0.18042724201611, 44.30948113070828, 102.9830489391461], [0.094542380413284, 44.311661732946554, 0.669948935508728], [0.083427222072007, 44.322307529066116, -1.130051083862782]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.91564868449015, -0.36942569533521447;"{""coordinates"": [[-0.448596950683491, 44.93232304105016, 5.046947801485658], [-0.372369350715656, 44.928489570700314, 2.93794780690223], [-0.297261422717172, 44.87792725826191, 10.590947899967432]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.932055995548076, 2.1927113869141914;"{""coordinates"": [[2.192679930103313, 43.93211885328064, 182.50694962963462], [2.19274284372507, 43.93199313781551, 180.6839496307075]], ""type"": ""LineString""}"
Occitanie;76;Pyrénées-Orientales;66;42.73478849927594, 2.9502144765778096;"{""coordinates"": [[2.952984499643869, 42.75325427943211, -4.8217363656e-05], [2.94744445351175, 42.71632271911977, 14.752951849251986]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;45.04626664542046, -0.5331036243142327;"{""coordinates"": [[-0.520549518705566, 45.03681575319124, 3.530947608873248], [-0.5456577299229, 45.055717537649684, 11.772947575896978]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.49068062694016, 0.17460164996451877;"{""coordinates"": [[0.180026145810198, 44.48615334825451, 25.32294861599803], [0.16917715411884, 44.49520790562581, 32.70494860038161]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.88442337084895, -0.2746183329648279;"{""coordinates"": [[-0.297285448803375, 44.87783764829106, 10.224947899580002], [-0.282683765350631, 44.87426931889753, 2.45694790687412], [-0.254642476646801, 44.90106493595679, 2.087947857566178]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.70571653702207, 1.3786019927433575;"{""coordinates"": [[1.369256864005383, 43.70147364955946, 119.9919500509277], [1.387947121481332, 43.70995942448468, 128.66595003381371]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.67057016901647, 0.541853348690619;"{""coordinates"": [[0.471826199744886, 43.65118981741421, 162.64995014388114], [0.517191106742651, 43.67507855497532, 177.89995009917766], [0.615762561845196, 43.67379653831283, 133.9099501008168]], ""type"": ""LineString""}"
Occitanie;76;Pyrénées-Orientales;66;42.68241026592116, 2.922276553103843;"{""coordinates"": [[2.924891560388744, 42.68500012782224, -4.8092566431e-05], [2.919661545818942, 42.67982040402008, -4.808511585e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.388779719375435, 0.7155314035047058;"{""coordinates"": [[0.715524845806338, 44.38878079678297, 66.2799487952143], [0.715537961203073, 44.3887786419679, 69.79994879476726]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.80589373967064, -0.5406511274274768;"{""coordinates"": [[-0.541634005456841, 44.797342967164006, 4.500948046334088], [-0.539668249398112, 44.81444451217727, 4.927948015742004]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.97626915596529, 0.6347249174095025;"{""coordinates"": [[0.624573302273305, 43.916804873268504, 88.31994965765625], [0.60840794587776, 43.95421538648659, 74.21694958861917], [0.675616991282406, 44.030902579926604, 180.51994945015758]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.35386009889406, 1.823899732090629;"{""coordinates"": [[1.823955785382396, 43.35384020168185, 189.04215068742633], [1.823843678798862, 43.35387999610628, 191.37845068704337]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.28011563262641, -0.6935041879495509;"{""coordinates"": [[-0.742311536764313, 43.29573719458519, 143.93195079173893], [-0.674048411292444, 43.278643724971126, 171.43595082405955], [-0.652348537307504, 43.25236829647025, 216.45395087171346]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.59639484550831, 1.2764516548711333;"{""coordinates"": [[1.276477737413485, 43.59653014773584, 165.88195024244487], [1.276425572328782, 43.59625954328077, 169.31795024406165]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.55821517158023, 1.4249090604612578;"{""coordinates"": [[1.424950992325617, 43.55831482028084, 145.62395031377673], [1.424867128596899, 43.55811552287961, 145.7119503132999]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.95222784550705, 2.217542862144369;"{""coordinates"": [[2.217317061602457, 43.95219777518318, 172.21194959338754], [2.217768662686281, 43.95225791583092, 172.24794959276915]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;44.42533501785776, -1.1792931015434616;"{""coordinates"": [[-1.21706478480666, 44.43631912322222, 22.605948707088828], [-1.168705667488944, 44.426342118606094, 19.780948725529015], [-1.146341157518781, 44.4051223229964, 31.108948764391243]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.74054012007503, -0.12585782095675485;"{""coordinates"": [[-0.12584434338416, 43.740580806884026, 130.49894998036325], [-0.12587129852935, 43.74049943326604, 134.41394997946918]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;43.965333185087374, 1.2553414639050335;"{""coordinates"": [[1.255321965101164, 43.96537194267195, 108.4846495706588], [1.255360962708904, 43.965294427502805, 109.76894956920296]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;44.01951592306852, 0.44558060545005884;"{""coordinates"": [[0.528455376608497, 44.020566399267295, 184.84994946792722], [0.427036261436143, 44.01471467978696, 104.86594947893173], [0.363773418831059, 44.030168133528576, 64.65294945053756]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.04730579351919, 1.9001194054188282;"{""coordinates"": [[1.904585773280908, 43.04689556019273, 345.67095124721527], [1.895653037556748, 43.047716026845656, 345.2129512457177]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;44.56052664947528, 2.1138875287725956;"{""coordinates"": [[2.188474331533552, 44.504030145663634, -5.1416456699e-05], [2.156419149743373, 44.5418416079448, 442.1489485166967], [2.030277619830525, 44.60558097665092, 209.6579483980313]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.84238655263168, -0.905429446340967;"{""coordinates"": [[-0.905887251996556, 43.844055860675844, 36.295949790626764], [-0.904971640685378, 43.840717244587516, 30.620949797332287]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.125760047297526, -0.022372249292434303;"{""coordinates"": [[-0.015017586648432, 43.12488253439588, 568.7933511063457], [-0.029726911936436, 43.12663756019917, 437.1149511029944]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.16959585930342, 0.9639222496317083;"{""coordinates"": [[0.961109286186248, 43.16435125587751, 281.1569510344416], [0.966735213077168, 43.17484046272933, 273.6179510150105]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.69964361138323, -0.09512385374493712;"{""coordinates"": [[-0.095093817374658, 44.699626516635526, 74.92094822693616], [-0.095153890115216, 44.699660706130935, 77.33394822757691]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.18690425568571, 2.526093591195271;"{""coordinates"": [[2.526513465238313, 43.186900045097886, -4.9008987844e-05], [2.525673717152229, 43.186908466273536, -4.9010850489e-05]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.31545130445576, 2.008803650985275;"{""coordinates"": [[2.002336485340334, 43.311432714711515, 154.55395076423883], [2.015270816630216, 43.31946989420001, 176.7279507489875]], ""type"": ""LineString""}"
Occitanie;76;Pyrénées-Orientales;66;42.698842668888204, 2.9356873920310385;"{""coordinates"": [[2.946397495071632, 42.712728430170834, 16.593951854854822], [2.924977288990446, 42.68495690760557, 39.72995190601796]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.627418843565465, -0.9606419208836384;"{""coordinates"": [[-0.960621486143449, 44.627392822698056, 9.744948357343674], [-0.960662355623828, 44.62744486443288, 11.15994835831225]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.67400216826708, 0.6158215744866502;"{""coordinates"": [[0.61576249840862, 43.6739623771088, 136.99995010066777], [0.61588065056468, 43.67404195942536, 136.2999501004815]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.331127530077794, -0.5902141094610484;"{""coordinates"": [[-0.635565770790861, 43.37995459228142, 109.3509506387636], [-0.572503772329158, 43.32286574471387, 128.98295074235648], [-0.562270738705839, 43.27238980102125, 171.68095083348453]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.227989490600905, 1.081131999546336;"{""coordinates"": [[1.072216932690937, 43.23849971152024, 258.4129508975893], [1.090047066401735, 43.217479269681576, 246.22895093727857]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.18885720913099, -0.13489626263924281;"{""coordinates"": [[-0.134900003050094, 43.18888505781728, 362.45355098787695], [-0.134892522228392, 43.18882936044469, 364.9659509882331]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.290645107167634, -0.27183120607040945;"{""coordinates"": [[-0.271754820544343, 44.29061389800604, 95.14264897443354], [-0.271907591596476, 44.290676316329225, 97.78794897347689]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.32517261991111, -0.28583700944520074;"{""coordinates"": [[-0.240674841913176, 44.27215963456342, 105.57294900808483], [-0.26816206053715, 44.27464502415562, 99.70294900331646], [-0.288155232377634, 44.34430769668305, 82.1139488760382], [-0.329826402609958, 44.38951793458374, 54.0179487913847]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;44.611917872198084, 2.2239560790389064;"{""coordinates"": [[2.219461754807095, 44.54662240641214, -5.1493756473e-05], [2.203382425980633, 44.55908243916933, 492.28494848590344], [2.248398017015126, 44.68298229789507, -5.1743350923e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.190366767612865, -0.11839227027296725;"{""coordinates"": [[-0.198568306541947, 43.2631466223845, 276.2049508532509], [-0.104684563116535, 43.15387141985687, 401.68495105206966], [-0.020047435123588, 43.16569356620118, 386.20495103113353]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.45619703336246, -0.19285024809644208;"{""coordinates"": [[-0.18865096838932, 44.5179552558665, 55.50494855735451], [-0.197049527803564, 44.39443881085842, 120.26794878393412]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.55108452708715, -1.1036640991151594;"{""coordinates"": [[-1.127469951042255, 43.548499296681044, 3.722950331866741], [-1.079858247188064, 43.55366975749325, 47.41095032077283]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.18568165534352, 0.103159644036903;"{""coordinates"": [[0.1043223765756, 43.17340933122616, 379.7499510180205], [0.101996911498206, 43.197953979460884, 351.7299509719014]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.91133414500379, -1.2246412787780359;"{""coordinates"": [[-1.224631565886185, 43.911332196308756, 37.3499496653676], [-1.224650991669887, 43.91133609369883, 39.50994966644794]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.7558032114711, 1.4364117868589763;"{""coordinates"": [[1.436300767102513, 43.75567388007985, 243.59634995367378], [1.43652280661544, 43.75593254286235, 124.28044995199889]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.92073235928629, -0.9155751555512986;"{""coordinates"": [[-0.914483475525551, 43.91828084187956, 67.59794965479523], [-0.916666835577046, 43.92318387669303, 69.25394964590669]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.8830500224364, -0.9406964919006557;"{""coordinates"": [[-0.985483409764342, 43.849089446841745, 62.75994978193194], [-0.937384474673593, 43.89623417134434, 74.87594969570637], [-0.8877580160088, 43.898043981937114, 64.85594969149679]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;44.32424659164192, 3.0530247050486707;"{""coordinates"": [[3.053062340846903, 44.32423724935394, -5.1088631153e-05], [3.052987069250439, 44.3242559339299, -5.1088631153e-05]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.08459345897532, 1.6224853882887442;"{""coordinates"": [[1.622472696444994, 43.084654613384686, 306.2624511765316], [1.622498080132494, 43.084532304565954, 308.3349511772394]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.06244719109656, 1.6348987480923367;"{""coordinates"": [[1.622418924033482, 43.0846642003429, 308.8919511772692], [1.643907129230063, 43.052696808457746, 335.74195123650134], [1.634686067779932, 43.04061050160657, 346.9839512594044]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;45.093945474624306, -0.6394708778445526;"{""coordinates"": [[-0.639442762178939, 45.09388246461857, 4.891947505064309], [-0.639498993510166, 45.09400848463004, 5.025947504676878]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.37862398315621, -0.6017321995510942;"{""coordinates"": [[-0.601814857227878, 43.378700292378085, -4.9360096455e-05], [-0.60164954187431, 43.378547673934335, -4.9360096455e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.85694613272486, -0.5914308600937365;"{""coordinates"": [[-0.591421445436053, 43.856743836651425, 83.8163497671485], [-0.59144027475142, 43.8571484287983, 85.34394976589829]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.22379246920373, -0.8515452672522177;"{""coordinates"": [[-0.834026682045929, 43.218905519653326, 196.91995093412697], [-0.869063852458506, 43.22867941875414, 143.3399509144947]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.153673059164554, 0.3117838763389158;"{""coordinates"": [[0.311503883495778, 44.14906524953551, -5.0768256187e-05], [0.312063869182053, 44.1582808687936, 58.4599492168054]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.60125462494757, -0.5567429994973883;"{""coordinates"": [[-0.556247752191852, 44.60130338929612, 45.90994840487838], [-0.557238246802924, 44.60120586059902, 46.345948406495154]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.572371714867856, -0.16002978184664007;"{""coordinates"": [[-0.160047584382044, 44.57246667105154, 15.523148458451033], [-0.160011979311236, 44.57227675868418, 16.847948458977044]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;43.98144304767263, 2.9250749291175833;"{""coordinates"": [[2.934929334340163, 43.98495910689595, 561.4749495349824], [2.915220523895003, 43.97792698844931, 498.1729495488107]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.55705016795979, -0.17207529813311076;"{""coordinates"": [[-0.171990731265316, 44.55697378911515, -5.1512382925e-05], [-0.172159865000906, 44.55712654680443, -5.151424557e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.54060702194103, -0.5817621363400896;"{""coordinates"": [[-0.581847265282157, 43.540706008622514, -4.9656257033e-05], [-0.581677007398022, 43.54050803525955, -4.9653463066e-05]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.021475653959904, 0.5992086983262797;"{""coordinates"": [[0.59888720203728, 43.02127653228716, 458.0379512934014], [0.599530194615279, 43.02167477563265, 459.9289512941614]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.0913165023603, 0.3882090740667831;"{""coordinates"": [[0.388129705434624, 43.091352452503905, 633.0159511677921], [0.388288442698942, 43.0912805522167, 634.8379511674866]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.949554295213176, 2.12939040657739;"{""coordinates"": [[2.129295109942413, 43.9496030915925, -5.0404109061e-05], [2.129485703212366, 43.94950549883386, -5.0403177738e-05]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;44.25353881589758, 2.80193279623607;"{""coordinates"": [[2.708695103602463, 44.287725975250936, -5.1020644605e-05], [2.895170488869676, 44.21935165654422, -5.089584738e-05]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.785489279090754, 1.7484210828810594;"{""coordinates"": [[1.74846433959423, 43.785692520949404, 133.11264989804476], [1.748377826167888, 43.785286037232105, 135.97294989600778]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.20735291536958, 0.6016516625731516;"{""coordinates"": [[0.601312935513187, 44.20724047888727, -5.0873495638e-05], [0.601990389633116, 44.207465351851894, -5.0874426961e-05]], ""type"": ""LineString""}"
Occitanie;76;Pyrénées-Orientales;66;42.684990928608244, 2.924686077663198;"{""coordinates"": [[2.924827109847087, 42.684957107021845, -4.8093497753e-05], [2.924545045479309, 42.68502475019465, -4.8094429076e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.792271136652396, -0.8248268559707705;"{""coordinates"": [[-0.809530529357923, 43.82374373769028, 43.17594982776791], [-0.840123182583618, 43.76079853561451, 65.27294994331896]], ""type"": ""LineString""}"
