geo_shape;objectid;geo_point_2d;nom_region;departement
"{""coordinates"": [[-4.454531941527886, 48.43227203869483], [-4.442927119722857, 48.43406274815368], [-4.4093582020992, 48.4423482902544]], ""type"": ""LineString""}";5503;48.43692830754973, -4.431868642058483;Bretagne;Finistère
"{""coordinates"": [[-1.823751720447706, 48.10793646227235], [-1.815206023517065, 48.11439849162085]], ""type"": ""LineString""}";5510;48.1111674769466, -1.8194788719823856;Bretagne;Ille-et-Vilaine
"{""coordinates"": [[2.849478801943061, 49.91769538142129], [2.842290611794195, 49.92441394704211]], ""type"": ""LineString""}";5513;49.921054664231704, 2.8458847068686284;Hauts-de-France;Somme
"{""coordinates"": [[2.407259444836741, 49.01453641087992], [2.407026237191093, 49.014628570656456], [2.406642269924085, 49.01477679727214], [2.406569359564727, 49.01480110232356], [2.40181973589272, 49.01949866697934], [2.395288860674296, 49.02794157748779], [2.389168521689659, 49.03064186736707], [2.384178715565855, 49.03470802610296], [2.378095764393078, 49.03808332008477], [2.377040511305861, 49.03866089944164], [2.375320852701702, 49.03966900351846], [2.358641401775217, 49.045557646755654], [2.358939906182903, 49.04756206348128], [2.352129920350752, 49.04781972510518], [2.334368045135226, 49.05353820131984], [2.331237914068354, 49.05361051183212], [2.282823297069358, 49.05740855175234], [2.279052600099837, 49.05856704306005], [2.262098753082858, 49.06024225594795], [2.249828199075264, 49.06389509205176], [2.225017863174731, 49.07142442936965], [2.2110498264767, 49.058212657439405], [2.19984983813772, 49.053700103702], [2.196221652995519, 49.05174503404752]], ""type"": ""LineString""}";5516;49.051730477313185, 2.30361836147564;Île-de-France;Val-d'Oise
"{""coordinates"": [[6.472323552221386, 49.1433027801878], [6.48669769907971, 49.161681032507246], [6.490293245803066, 49.17507459677494]], ""type"": ""LineString""}";5520;49.158414067978256, 6.4828601171583315;Grand Est;Moselle
"{""coordinates"": [[-1.748728889665463, 48.13786868139028], [-1.747750092831512, 48.145546769216374]], ""type"": ""LineString""}";5524;48.14170772530333, -1.7482394912484875;Bretagne;Ille-et-Vilaine
"{""coordinates"": [[6.506594294996, 48.703139641547736], [6.507007493507992, 48.70349157163028], [6.539270533261514, 48.73372379116269], [6.541223642137213, 48.74234029540878], [6.548667424584994, 48.754635461590475], [6.568461510974371, 48.78093998029541]], ""type"": ""LineString""}";5527;48.74053158974859, 6.539215898042324;Grand Est;Meurthe-et-Moselle
"{""coordinates"": [[5.065753911810071, 47.00534563260316], [5.064208680253271, 47.00628942740918]], ""type"": ""LineString""}";5532;47.00581753000617, 5.0649812960316725;Bourgogne-Franche-Comté;Côte-d'Or
"{""coordinates"": [[5.938404131318682, 49.46076546184584], [5.939044861987996, 49.460910220912496], [5.941920318389942, 49.461665639883016]], ""type"": ""LineString""}";5533;49.461206480892095, 5.940164440126519;Grand Est;Moselle
"{""coordinates"": [[1.393226447178675, 50.06222872611091], [1.39323108194082, 50.06224809176722]], ""type"": ""LineString""}";5535;50.06223840893907, 1.3932287645597476;Normandie;Seine-Maritime
"{""coordinates"": [[-3.576999232035601, 47.89415450893208], [-3.57699131585861, 47.89419707399238]], ""type"": ""LineString""}";5536;47.89417579146223, -3.5769952739471056;Bretagne;Finistère
"{""coordinates"": [[3.38744625123355, 49.591301857517216], [3.387443855544781, 49.59130314125523]], ""type"": ""LineString""}";5541;49.591302499386224, 3.3874450533891647;Hauts-de-France;Aisne
"{""coordinates"": [[4.102105362679426, 48.20270150782873], [4.102109336415177, 48.20267326858858]], ""type"": ""LineString""}";5546;48.20268738820866, 4.1021073495473015;Grand Est;Aube
"{""coordinates"": [[6.33163385195102, 48.62779340337324], [6.331614324814772, 48.62776231331234]], ""type"": ""LineString""}";5548;48.62777785834279, 6.331624088382896;Grand Est;Meurthe-et-Moselle
"{""coordinates"": [[-0.936494543993293, 46.984168099352985], [-0.936422468791838, 46.98411668883277]], ""type"": ""LineString""}";5555;46.98414239409287, -0.9364585063925653;Pays de la Loire;Vendée
"{""coordinates"": [[3.616046416664397, 46.2532236325216], [3.616203336186303, 46.25325964987783]], ""type"": ""LineString""}";5556;46.25324164119972, 3.6161248764253497;Auvergne-Rhône-Alpes;Allier
"{""coordinates"": [[5.231043155351223, 47.1217657631533], [5.247433460383336, 47.122876462948575], [5.264705624802732, 47.123946846416366], [5.271951558792248, 47.12447890828201]], ""type"": ""LineString""}";5566;47.12311666762888, 5.251497821001889;Bourgogne-Franche-Comté;Côte-d'Or
"{""coordinates"": [[2.220160285128129, 48.906245284756395], [2.219020044413225, 48.906324325716874]], ""type"": ""LineString""}";5579;48.90628480523664, 2.219590164770677;Île-de-France;Hauts-de-Seine
"{""coordinates"": [[-0.593313839546543, 46.47327447812808], [-0.624391831329742, 46.49004120185482], [-0.649801090969741, 46.502886008784074]], ""type"": ""LineString""}";5581;46.48826674076343, -0.6214600405122243;Nouvelle-Aquitaine;Deux-Sèvres
"{""coordinates"": [[1.486293875814843, 47.3941151956049], [1.486198442373277, 47.394175970548986], [1.477300504362313, 47.39847480072448]], ""type"": ""LineString""}";5582;47.396300710820086, 1.481800374719074;Centre-Val de Loire;Loir-et-Cher
"{""coordinates"": [[2.063049889767145, 48.90123890870732], [2.062138492181596, 48.90268028200346], [2.062083769997643, 48.902806976138855]], ""type"": ""LineString""}";5587;48.90201829390903, 2.0625580255442535;Île-de-France;Yvelines
"{""coordinates"": [[1.526257353208255, 47.23463699926127], [1.515964803880159, 47.24639647861848], [1.514935545514623, 47.25566767047985], [1.517113800249825, 47.2591004793517], [1.524153724216924, 47.27901027055782], [1.517064960644005, 47.29796566759733], [1.515639235776765, 47.301532794406114], [1.501352197013543, 47.32531712692259], [1.490478691342212, 47.34050977659838], [1.48656526318312, 47.357905631724165], [1.489870460651878, 47.36780262533995], [1.485322941668479, 47.3794161413107], [1.490021211851721, 47.387282668697445]], ""type"": ""LineString""}";5590;47.3102926787264, 1.5059747972594049;Centre-Val de Loire;Loir-et-Cher
"{""coordinates"": [[-1.981483512752811, 48.637298450848654], [-1.981493803866706, 48.63730355387319]], ""type"": ""LineString""}";5591;48.63730100236092, -1.9814886583097582;Bretagne;Ille-et-Vilaine
"{""coordinates"": [[5.379914665652407, 49.117837710732005], [5.379905531041385, 49.117846787637404]], ""type"": ""LineString""}";5597;49.117842249184704, 5.379910098346896;Grand Est;Meuse
"{""coordinates"": [[7.542986783391403, 47.58695626213732], [7.542854887851103, 47.58693575970812]], ""type"": ""LineString""}";5603;47.586946010922716, 7.542920835621253;Grand Est;Haut-Rhin
"{""coordinates"": [[3.285371558315, 46.257483733814496], [3.285161619081608, 46.25753687523423]], ""type"": ""LineString""}";5608;46.25751030452436, 3.2852665886983043;Auvergne-Rhône-Alpes;Allier
"{""coordinates"": [[3.305168759294935, 46.31230641075289], [3.305263537137391, 46.31243790618753]], ""type"": ""LineString""}";5613;46.31237215847021, 3.3052161482161635;Auvergne-Rhône-Alpes;Allier
"{""coordinates"": [[3.219565880303393, 46.09977962704196], [3.219547331136943, 46.0998574654893]], ""type"": ""LineString""}";5616;46.09981854626563, 3.2195566057201677;Auvergne-Rhône-Alpes;Allier
"{""coordinates"": [[3.353268065349431, 48.98239842374872], [3.343236640130785, 48.976000177267714], [3.333493629291709, 48.968930714853094]], ""type"": ""LineString""}";5620;48.97581276540144, 3.3432799537637723;Hauts-de-France;Aisne
"{""coordinates"": [[3.495717375069238, 49.58392846002751], [3.497861640271966, 49.58714352315072], [3.504535307739348, 49.60377776598433]], ""type"": ""LineString""}";5621;49.59370028298356, 3.500416444147478;Hauts-de-France;Aisne
"{""coordinates"": [[3.475056768815985, 48.49566259351012], [3.475033870201035, 48.49701026564635]], ""type"": ""LineString""}";5624;48.49633642957823, 3.47504531950851;Grand Est;Aube
"{""coordinates"": [[2.729392489954832, 49.54073627703897], [2.732361523554049, 49.550767986244644], [2.738053573458345, 49.557435861468406], [2.74298408809702, 49.568825756005914], [2.751003687989268, 49.5799859796319], [2.754483386750145, 49.58491570128832], [2.76252250020268, 49.59617724722409]], ""type"": ""LineString""}";5627;49.56910594226931, 2.7445669353551416;Hauts-de-France;Oise
"{""coordinates"": [[5.433524261538485, 48.69667961779592], [5.438376847633208, 48.70238595947552]], ""type"": ""LineString""}";5633;48.69953278863572, 5.435950554585847;Grand Est;Meuse
"{""coordinates"": [[6.712865053130371, 49.144993249070104], [6.715831639827805, 49.14768950423183]], ""type"": ""LineString""}";5640;49.146341376650966, 6.714348346479088;Grand Est;Moselle
"{""coordinates"": [[3.219433925200415, 46.09986116068332], [3.219487925079831, 46.09985017832664], [3.21949167392355, 46.09985214315653], [3.219527090827048, 46.0998522547638]], ""type"": ""LineString""}";5649;46.099854170901935, 3.2194803270323673;Auvergne-Rhône-Alpes;Allier
"{""coordinates"": [[2.293434930360982, 50.96201304278198], [2.281630844956214, 50.97222189754872], [2.279442596908734, 50.97823016029888], [2.27192890911965, 50.98655313384314], [2.25441387960697, 51.00060039711941], [2.247365133282829, 51.00194164617409], [2.24782024872952, 51.0078232529739], [2.250055599906415, 51.00937198542813]], ""type"": ""LineString""}";5653;50.986678608723565, 2.2689483734838296;Hauts-de-France;Nord
"{""coordinates"": [[7.577633311630242, 47.59030891739365], [7.577644328019765, 47.59032143234085]], ""type"": ""LineString""}";5663;47.59031517486725, 7.577638819825005;Grand Est;Haut-Rhin
"{""coordinates"": [[3.120239327472085, 50.665711841167735], [3.126006123892125, 50.66991789278576]], ""type"": ""LineString""}";5674;50.66781486697675, 3.123122725682105;Hauts-de-France;Nord
"{""coordinates"": [[3.099621612843058, 50.690379486045394], [3.100335186927692, 50.691968605175475], [3.106732449633648, 50.69711962750962], [3.114444149785641, 50.69832829881195]], ""type"": ""LineString""}";5675;50.6956110995388, 3.1062854896783647;Hauts-de-France;Nord
"{""coordinates"": [[3.120747347917238, 50.68986473066847], [3.119529128578289, 50.69070005994169], [3.11744953361467, 50.69446489701655], [3.116763057594358, 50.695764676183], [3.115672851769626, 50.697253141716345], [3.114217543460664, 50.697815667343576]], ""type"": ""LineString""}";5679;50.694018218734556, 3.1176146927893913;Hauts-de-France;Nord
"{""coordinates"": [[4.994878941855593, 45.20652297671108], [4.995543389669296, 45.20596333092483], [4.996918953562948, 45.204957600484455], [4.999243796123657, 45.206605599814296], [4.997663881847146, 45.20923272497337], [4.994165773560748, 45.214283773147365], [4.995906562247256, 45.22208946712056], [5.007409149276517, 45.23096050724228], [5.008161027513958, 45.23125129359463], [5.008841099309907, 45.231955264118604], [5.01069861170147, 45.25073834991181]], ""type"": ""LineString""}";5684;45.22585635837508, 5.00237817204654;Auvergne-Rhône-Alpes;Drôme
"{""coordinates"": [[7.524663443418266, 47.87305850507832], [7.515778991998287, 47.88252158212211], [7.508808391894092, 47.88934035898804], [7.504791506617769, 47.89472003425095], [7.503643256620586, 47.901257315864626], [7.505445631916847, 47.922387285250544], [7.50637805760288, 47.93224708632414], [7.505208931299197, 47.94505320140428], [7.499712542389643, 47.946755360971736], [7.503725955800106, 47.96178077716483], [7.50439876100093, 47.96314171999842], [7.504463869228458, 47.963297228772426], [7.504465668325007, 47.96333322468711]], ""type"": ""LineString""}";5690;47.916897546075916, 7.5071147061565355;Grand Est;Haut-Rhin
"{""coordinates"": [[7.514062622011852, 47.81197644703346], [7.523846558442103, 47.81055000409567]], ""type"": ""LineString""}";5693;47.81126322556456, 7.518954590226977;Grand Est;Haut-Rhin
"{""coordinates"": [[7.506177122769054, 47.92237344048103], [7.520463450579665, 47.92227726842907], [7.526251604067576, 47.9221360554253], [7.530288250644544, 47.92190661868668], [7.531288817538099, 47.92178247546364]], ""type"": ""LineString""}";5695;47.92222979642844, 7.518739370914056;Grand Est;Haut-Rhin
"{""coordinates"": [[-1.673409354056167, 47.99585006696106], [-1.673471296409961, 47.99587059142101]], ""type"": ""LineString""}";5697;47.99586032919103, -1.6734403252330643;Bretagne;Ille-et-Vilaine
"{""coordinates"": [[7.245661386074084, 47.797062477423545], [7.245649712970306, 47.79706437890542]], ""type"": ""LineString""}";5707;47.79706342816448, 7.245655549522195;Grand Est;Haut-Rhin
"{""coordinates"": [[4.124236754290011, 45.56213382484821], [4.124233017815922, 45.56221702940204]], ""type"": ""LineString""}";5712;45.562175427125126, 4.1242348860529665;Auvergne-Rhône-Alpes;Loire
"{""coordinates"": [[-1.703610541284041, 48.155402698907736], [-1.704494331004731, 48.1575286134839], [-1.69865411297657, 48.18126303407758], [-1.69364664880726, 48.18837595760842]], ""type"": ""LineString""}";5717;48.17234129314312, -1.7004040461685221;Bretagne;Ille-et-Vilaine
"{""coordinates"": [[-1.644171752337487, 48.242343921761254], [-1.649367132907146, 48.259316107292854], [-1.650727062746027, 48.265597099659814]], ""type"": ""LineString""}";5719;48.253920613459094, -1.6476407143012313;Bretagne;Ille-et-Vilaine
"{""coordinates"": [[-1.656719146079368, 48.2998362701632], [-1.656987048000563, 48.307129321825286]], ""type"": ""LineString""}";5721;48.30348279599424, -1.656853097039965;Bretagne;Ille-et-Vilaine
"{""coordinates"": [[3.536001124738623, 50.38540473089748], [3.531667642602353, 50.38532771585554]], ""type"": ""LineString""}";5738;50.38536622337651, 3.533834383670488;Hauts-de-France;Nord
"{""coordinates"": [[7.009526750932711, 47.66516245579334], [7.009951444258625, 47.66696514861037], [7.009940685295836, 47.66786141957594], [7.009582404355364, 47.6687930891068], [7.00409853458477, 47.67070171206364]], ""type"": ""LineString""}";5740;47.66866587490986, 7.007999028870983;Bourgogne-Franche-Comté;Territoire de Belfort
"{""coordinates"": [[4.204071025039367, 45.73632965194927], [4.209990811554062, 45.74205009727944]], ""type"": ""LineString""}";5741;45.739189874614354, 4.207030918296715;Auvergne-Rhône-Alpes;Loire
"{""coordinates"": [[5.083838530140324, 48.606665945647784], [5.083834503623888, 48.60667625617322]], ""type"": ""LineString""}";5745;48.6066711009105, 5.083836516882106;Grand Est;Meuse
"{""coordinates"": [[-1.673783558842289, 47.97653504698139], [-1.64547677674476, 47.98838348874001], [-1.6302173581409, 47.99792985581634], [-1.603212775528913, 48.0053244578019]], ""type"": ""LineString""}";5754;47.99196865221262, -1.6388482810098832;Bretagne;Ille-et-Vilaine
"{""coordinates"": [[-1.603212775528913, 48.0053244578019], [-1.596112319323569, 48.005206301024536], [-1.578572263993405, 48.008683624602725]], ""type"": ""LineString""}";5755;48.00646753717145, -1.5908443541463315;Bretagne;Ille-et-Vilaine
"{""coordinates"": [[-1.323805314408316, 48.11901235445337], [-1.309046117976695, 48.125193453040275], [-1.285196049797036, 48.13657445168293]], ""type"": ""LineString""}";5761;48.127572247883876, -1.3044016764507087;Bretagne;Ille-et-Vilaine
"{""coordinates"": [[2.247885073169356, 51.00987079587493], [2.248052915857764, 51.01054220108519], [2.250530964694173, 51.01096432265199], [2.25101367164187, 51.01148129672253]], ""type"": ""LineString""}";5764;51.010741433116856, 2.249325545131503;Hauts-de-France;Nord
"{""coordinates"": [[8.038364970882856, 48.8657585013469], [8.036974117827716, 48.87301187773689], [7.999961437146019, 48.889023582316135]], ""type"": ""LineString""}";5768;48.87921712610169, 8.021440023904793;Grand Est;Bas-Rhin
"{""coordinates"": [[1.377304676788566, 47.64964125957182], [1.376450045449595, 47.65018099034317]], ""type"": ""LineString""}";5770;47.6499111249575, 1.3768773611190808;Centre-Val de Loire;Loir-et-Cher
